"Edad","Genero","CasaPropia","EstadoCiv","Ubicación","Salario","Niños","Historia","Catalogos","MontoDinero","","Salario","MontoDinero"
"Adulto","Mujer","Propia","Soltero","Cerca","35800","1","NA","24","1355","","35800","1355"
"Adulto","Hombre","Alquilada","Casado","Cerca","106100","3","Baja","12","472","","106100","472"
"Joven","Hombre","Alquilada","Soltero","Cerca","18000","0","Baja","12","303","","18000","303"
"Adulto","Hombre","Alquilada","Soltero","Lejos","50000","1","NA","6","1079","","50000","1079"
"Mayor","Mujer","Propia","Soltero","Cerca","58200","0","Media","18","981","","58200","981"
"Joven","Mujer","Alquilada","Soltero","Lejos","13500","2","Baja","12","160","","13500","160"
"Adulto","Mujer","Propia","Casado","Cerca","59900","1","NA","6","613","","59900","613"
"Joven","Mujer","Alquilada","Soltero","Lejos","18400","1","Baja","12","662","","18400","662"
"Adulto","Hombre","Alquilada","Casado","Cerca","62800","3","Baja","6","177","","62800","177"
"Adulto","Hombre","Alquilada","Soltero","Cerca","70000","0","Alta","6","785","","70000","785"
"Joven","Mujer","Alquilada","Soltero","Lejos","13600","1","NA","18","349","","13600","349"
"Adulto","Mujer","Alquilada","Casado","Cerca","97400","3","Baja","6","213","","97400","213"
"Mayor","Mujer","Propia","Casado","Lejos","37500","0","Media","18","1578","","37500","1578"
"Mayor","Mujer","Propia","Soltero","Cerca","22800","0","Baja","6","258","","22800","258"
"Joven","Mujer","Alquilada","Soltero","Cerca","14200","0","NA","6","192","","14200","192"
"Joven","Hombre","Alquilada","Soltero","Cerca","18700","0","Baja","12","289","","18700","289"
"Adulto","Hombre","Propia","Casado","Cerca","107400","1","Alta","24","1821","","107400","1821"
"Joven","Mujer","Alquilada","Soltero","Lejos","28900","0","Media","24","905","","28900","905"
"Adulto","Hombre","Alquilada","Casado","Cerca","38400","2","Baja","6","188","","38400","188"
"Adulto","Hombre","Alquilada","Soltero","Cerca","54200","0","NA","18","1405","","54200","1405"
"Mayor","Hombre","Propia","Casado","Cerca","102700","0","NA","18","2381","","102700","2381"
"Joven","Mujer","Alquilada","Soltero","Cerca","13300","1","Baja","6","184","","13300","184"
"Adulto","Hombre","Propia","Soltero","Cerca","60200","3","NA","12","1364","","60200","1364"
"Joven","Hombre","Alquilada","Soltero","Cerca","21400","0","NA","12","414","","21400","414"
"Joven","Mujer","Alquilada","Soltero","Cerca","21700","2","NA","6","387","","21700","387"
"Joven","Hombre","Alquilada","Soltero","Cerca","23200","1","Baja","24","504","","23200","504"
"Adulto","Hombre","Propia","Casado","Cerca","64800","2","Media","12","574","","64800","574"
"Adulto","Hombre","Alquilada","Soltero","Cerca","55600","0","Media","6","984","","55600","984"
"Adulto","Hombre","Propia","Casado","Lejos","89500","0","Alta","24","5209","","89500","5209"
"Joven","Mujer","Alquilada","Soltero","Lejos","12500","1","NA","12","422","","12500","422"
"Adulto","Hombre","Propia","Casado","Cerca","87000","0","Alta","24","1594","","87000","1594"
"Adulto","Mujer","Alquilada","Soltero","Lejos","31200","3","NA","24","1087","","31200","1087"
"Joven","Mujer","Alquilada","Soltero","Cerca","13700","1","NA","6","163","","13700","163"
"Adulto","Hombre","Propia","Soltero","Cerca","55500","3","Baja","18","427","","55500","427"
"Adulto","Mujer","Alquilada","Soltero","Cerca","58600","1","Media","6","624","","58600","624"
"Joven","Mujer","Propia","Casado","Lejos","55900","1","NA","6","788","","55900","788"
"Joven","Mujer","Alquilada","Soltero","Lejos","13700","2","NA","24","414","","13700","414"
"Mayor","Mujer","Propia","Casado","Lejos","81400","0","Alta","24","3001","","81400","3001"
"Mayor","Mujer","Propia","Casado","Cerca","90500","0","Alta","6","863","","90500","863"
"Adulto","Mujer","Propia","Casado","Cerca","82200","1","NA","12","1517","","82200","1517"
"Adulto","Hombre","Propia","Casado","Lejos","65400","3","NA","6","836","","65400","836"
"Adulto","Hombre","Propia","Soltero","Cerca","74400","0","Alta","12","1152","","74400","1152"
"Joven","Hombre","Alquilada","Casado","Lejos","63300","3","NA","6","1408","","63300","1408"
"Joven","Hombre","Alquilada","Casado","Lejos","51600","0","NA","12","1082","","51600","1082"
"Joven","Hombre","Alquilada","Casado","Lejos","55000","0","NA","12","1162","","55000","1162"
"Adulto","Mujer","Propia","Soltero","Cerca","43900","2","Baja","6","358","","43900","358"
"Joven","Mujer","Propia","Soltero","Cerca","20300","1","Baja","12","304","","20300","304"
"Joven","Mujer","Propia","Soltero","Lejos","16300","0","NA","12","360","","16300","360"
"Adulto","Hombre","Propia","Casado","Cerca","97600","2","Media","12","1162","","97600","1162"
"Mayor","Mujer","Alquilada","Soltero","Lejos","15100","0","Baja","6","348","","15100","348"
"Joven","Mujer","Alquilada","Soltero","Cerca","12500","3","NA","12","206","","12500","206"
"Joven","Mujer","Alquilada","Soltero","Cerca","10600","2","Baja","12","114","","10600","114"
"Adulto","Mujer","Propia","Soltero","Cerca","41300","1","NA","18","932","","41300","932"
"Joven","Mujer","Propia","Soltero","Cerca","27200","2","Baja","18","446","","27200","446"
"Adulto","Hombre","Propia","Casado","Cerca","102400","1","NA","12","2466","","102400","2466"
"Joven","Mujer","Propia","Soltero","Lejos","27900","1","NA","12","576","","27900","576"
"Mayor","Hombre","Alquilada","Casado","Lejos","23800","0","NA","12","428","","23800","428"
"Adulto","Hombre","Propia","Casado","Cerca","100000","1","Alta","24","2247","","100000","2247"
"Adulto","Mujer","Alquilada","Casado","Lejos","43300","3","Media","24","716","","43300","716"
"Adulto","Hombre","Propia","Casado","Cerca","65800","1","NA","12","1017","","65800","1017"
"Adulto","Mujer","Propia","Casado","Cerca","49700","2","Baja","18","613","","49700","613"
"Adulto","Mujer","Alquilada","Casado","Cerca","82300","2","Media","12","580","","82300","580"
"Adulto","Hombre","Alquilada","Soltero","Cerca","41200","0","Media","12","841","","41200","841"
"Joven","Hombre","Alquilada","Soltero","Cerca","29200","0","Baja","18","737","","29200","737"
"Adulto","Mujer","Propia","Soltero","Cerca","51900","2","NA","12","1162","","51900","1162"
"Adulto","Mujer","Propia","Casado","Cerca","85500","2","Media","18","895","","85500","895"
"Joven","Mujer","Alquilada","Soltero","Lejos","12400","3","Baja","18","205","","12400","205"
"Adulto","Mujer","Propia","Casado","Cerca","111900","1","NA","12","2340","","111900","2340"
"Adulto","Mujer","Alquilada","Soltero","Cerca","40400","1","Baja","24","630","","40400","630"
"Joven","Hombre","Alquilada","Soltero","Lejos","10900","0","Baja","24","407","","10900","407"
"Adulto","Hombre","Propia","Casado","Cerca","82400","3","NA","18","2122","","82400","2122"
"Joven","Mujer","Alquilada","Soltero","Cerca","13200","1","Baja","12","227","","13200","227"
"Adulto","Hombre","Alquilada","Soltero","Cerca","57800","0","Media","24","1149","","57800","1149"
"Mayor","Mujer","Propia","Casado","Cerca","52200","1","Media","12","669","","52200","669"
"Adulto","Hombre","Alquilada","Casado","Lejos","64600","2","NA","24","2935","","64600","2935"
"Adulto","Mujer","Propia","Soltero","Cerca","43100","0","NA","24","1444","","43100","1444"
"Mayor","Mujer","Propia","Casado","Lejos","40100","0","Media","12","1384","","40100","1384"
"Mayor","Hombre","Propia","Casado","Cerca","84500","0","NA","12","1557","","84500","1557"
"Mayor","Hombre","Alquilada","Casado","Cerca","34500","0","Media","12","802","","34500","802"
"Joven","Mujer","Alquilada","Casado","Cerca","61000","1","NA","18","1611","","61000","1611"
"Mayor","Mujer","Propia","Casado","Lejos","79300","0","NA","12","2047","","79300","2047"
"Adulto","Hombre","Alquilada","Soltero","Cerca","44500","0","Media","24","1175","","44500","1175"
"Joven","Hombre","Alquilada","Casado","Cerca","39700","0","Media","18","1011","","39700","1011"
"Mayor","Mujer","Propia","Soltero","Cerca","30300","0","Baja","18","1062","","30300","1062"
"Joven","Mujer","Alquilada","Soltero","Cerca","20100","1","Baja","12","271","","20100","271"
"Mayor","Hombre","Propia","Casado","Lejos","86500","0","Alta","24","2690","","86500","2690"
"Mayor","Mujer","Alquilada","Soltero","Cerca","42500","0","Media","24","918","","42500","918"
"Adulto","Hombre","Propia","Casado","Cerca","102300","0","Alta","24","2438","","102300","2438"
"Adulto","Mujer","Propia","Soltero","Lejos","52600","2","Media","12","1307","","52600","1307"
"Adulto","Mujer","Alquilada","Soltero","Lejos","37800","2","NA","12","1185","","37800","1185"
"Joven","Mujer","Alquilada","Soltero","Cerca","20300","2","Baja","12","180","","20300","180"
"Adulto","Hombre","Propia","Casado","Cerca","71600","1","NA","12","1198","","71600","1198"
"Joven","Hombre","Alquilada","Casado","Cerca","54500","1","Media","18","1001","","54500","1001"
"Adulto","Hombre","Alquilada","Soltero","Cerca","54700","0","Media","24","1355","","54700","1355"
"Adulto","Hombre","Alquilada","Soltero","Lejos","58600","2","NA","6","989","","58600","989"
"Adulto","Hombre","Alquilada","Soltero","Lejos","53800","0","Alta","12","1803","","53800","1803"
"Adulto","Mujer","Propia","Casado","Cerca","131500","3","NA","6","2840","","131500","2840"
"Adulto","Hombre","Alquilada","Soltero","Lejos","52200","0","Alta","24","1909","","52200","1909"
"Joven","Hombre","Alquilada","Casado","Cerca","37200","1","Baja","6","247","","37200","247"
"Joven","Hombre","Alquilada","Soltero","Lejos","22900","1","NA","12","814","","22900","814"
"Joven","Hombre","Alquilada","Casado","Cerca","55500","3","Baja","12","216","","55500","216"
"Joven","Mujer","Alquilada","Soltero","Lejos","12800","1","NA","24","365","","12800","365"
"Joven","Mujer","Alquilada","Soltero","Cerca","17600","2","Baja","18","163","","17600","163"
"Mayor","Mujer","Propia","Soltero","Lejos","28300","0","Media","24","933","","28300","933"
"Mayor","Hombre","Propia","Soltero","Cerca","41900","0","Media","6","654","","41900","654"
"Joven","Mujer","Alquilada","Soltero","Cerca","14100","3","NA","6","153","","14100","153"
"Adulto","Hombre","Alquilada","Soltero","Cerca","52100","0","NA","12","1668","","52100","1668"
"Adulto","Hombre","Alquilada","Soltero","Lejos","38700","1","Media","18","1009","","38700","1009"
"Adulto","Mujer","Alquilada","Soltero","Lejos","44100","1","Media","18","1659","","44100","1659"
"Adulto","Hombre","Propia","Casado","Lejos","79200","1","Alta","6","1905","","79200","1905"
"Joven","Mujer","Alquilada","Soltero","Cerca","22600","3","NA","6","521","","22600","521"
"Adulto","Hombre","Alquilada","Soltero","Cerca","55100","2","NA","6","826","","55100","826"
"Mayor","Mujer","Propia","Casado","Lejos","70400","0","Alta","18","2610","","70400","2610"
"Adulto","Hombre","Propia","Casado","Cerca","107300","2","Media","24","1194","","107300","1194"
"Adulto","Mujer","Alquilada","Casado","Cerca","66500","1","NA","24","1181","","66500","1181"
"Joven","Hombre","Alquilada","Soltero","Cerca","10200","0","NA","24","362","","10200","362"
"Joven","Mujer","Propia","Soltero","Lejos","41000","1","Media","12","768","","41000","768"
"Adulto","Mujer","Alquilada","Soltero","Cerca","26200","1","Baja","12","381","","26200","381"
"Adulto","Hombre","Alquilada","Casado","Lejos","72200","3","Media","18","1811","","72200","1811"
"Adulto","Hombre","Alquilada","Soltero","Lejos","36700","1","Media","24","1218","","36700","1218"
"Mayor","Hombre","Propia","Casado","Lejos","74500","0","NA","18","1413","","74500","1413"
"Adulto","Mujer","Propia","Soltero","Cerca","60200","1","NA","12","1748","","60200","1748"
"Mayor","Hombre","Alquilada","Soltero","Cerca","34500","0","Media","24","639","","34500","639"
"Mayor","Mujer","Propia","Casado","Cerca","83700","0","Alta","18","1582","","83700","1582"
"Joven","Hombre","Alquilada","Soltero","Lejos","14800","1","NA","12","376","","14800","376"
"Adulto","Hombre","Propia","Casado","Cerca","106400","0","NA","12","1757","","106400","1757"
"Joven","Mujer","Alquilada","Casado","Cerca","42000","3","Baja","6","105","","42000","105"
"Adulto","Hombre","Alquilada","Casado","Cerca","118800","0","Alta","12","2631","","118800","2631"
"Joven","Mujer","Propia","Soltero","Lejos","21900","2","Baja","24","486","","21900","486"
"Adulto","Hombre","Alquilada","Soltero","Cerca","39500","1","NA","6","412","","39500","412"
"Adulto","Hombre","Alquilada","Soltero","Cerca","45900","0","Media","12","716","","45900","716"
"Joven","Mujer","Alquilada","Casado","Cerca","37100","2","Baja","24","653","","37100","653"
"Adulto","Mujer","Alquilada","Soltero","Cerca","28200","1","Baja","6","224","","28200","224"
"Adulto","Hombre","Alquilada","Casado","Cerca","74600","2","Media","18","705","","74600","705"
"Adulto","Hombre","Propia","Casado","Cerca","122700","1","NA","18","4984","","122700","4984"
"Joven","Mujer","Alquilada","Soltero","Cerca","14200","2","Baja","18","197","","14200","197"
"Adulto","Hombre","Propia","Casado","Lejos","75500","0","NA","18","2450","","75500","2450"
"Adulto","Hombre","Propia","Soltero","Cerca","62900","0","NA","24","2561","","62900","2561"
"Joven","Hombre","Alquilada","Soltero","Lejos","19400","0","Baja","6","563","","19400","563"
"Adulto","Mujer","Alquilada","Soltero","Cerca","46600","0","NA","12","546","","46600","546"
"Adulto","Hombre","Propia","Casado","Lejos","79700","1","Alta","24","3384","","79700","3384"
"Adulto","Hombre","Propia","Soltero","Cerca","45900","2","Baja","12","416","","45900","416"
"Mayor","Mujer","Propia","Casado","Cerca","42800","0","Media","6","685","","42800","685"
"Mayor","Hombre","Propia","Casado","Lejos","65500","0","Alta","24","1931","","65500","1931"
"Mayor","Mujer","Alquilada","Soltero","Cerca","33600","0","Media","12","573","","33600","573"
"Adulto","Mujer","Propia","Soltero","Lejos","55600","1","Alta","18","1553","","55600","1553"
"Joven","Mujer","Alquilada","Soltero","Cerca","24000","2","NA","6","362","","24000","362"
"Joven","Hombre","Alquilada","Soltero","Lejos","25700","0","Media","18","907","","25700","907"
"Mayor","Mujer","Propia","Casado","Cerca","21500","0","Baja","18","445","","21500","445"
"Mayor","Mujer","Alquilada","Casado","Cerca","68600","0","Alta","18","1342","","68600","1342"
"Joven","Mujer","Alquilada","Soltero","Lejos","23100","2","Baja","12","457","","23100","457"
"Adulto","Mujer","Alquilada","Casado","Cerca","53300","0","Media","24","1598","","53300","1598"
"Mayor","Mujer","Propia","Casado","Cerca","112800","0","Alta","12","1861","","112800","1861"
"Mayor","Hombre","Propia","Casado","Cerca","124900","0","Alta","18","4109","","124900","4109"
"Adulto","Mujer","Propia","Soltero","Cerca","72200","0","NA","18","3278","","72200","3278"
"Adulto","Hombre","Alquilada","Soltero","Cerca","35100","1","Baja","6","421","","35100","421"
"Mayor","Mujer","Alquilada","Soltero","Cerca","14900","0","NA","12","275","","14900","275"
"Adulto","Hombre","Alquilada","Soltero","Cerca","72000","0","Alta","12","1475","","72000","1475"
"Adulto","Hombre","Propia","Casado","Cerca","82400","0","Alta","18","1779","","82400","1779"
"Joven","Hombre","Alquilada","Casado","Cerca","41600","3","NA","24","1634","","41600","1634"
"Adulto","Mujer","Propia","Casado","Cerca","68500","2","NA","12","1500","","68500","1500"
"Joven","Hombre","Propia","Casado","Cerca","62200","0","Alta","24","1348","","62200","1348"
"Mayor","Mujer","Propia","Soltero","Cerca","35900","0","NA","12","962","","35900","962"
"Joven","Hombre","Alquilada","Soltero","Cerca","14100","0","Baja","12","328","","14100","328"
"Joven","Mujer","Alquilada","Casado","Cerca","36500","1","NA","18","747","","36500","747"
"Adulto","Mujer","Propia","Casado","Cerca","86400","1","Alta","12","1713","","86400","1713"
"Mayor","Mujer","Alquilada","Casado","Cerca","39500","0","Media","12","1006","","39500","1006"
"Mayor","Hombre","Propia","Casado","Cerca","85300","0","NA","12","2523","","85300","2523"
"Mayor","Mujer","Propia","Casado","Cerca","110700","0","Alta","12","2458","","110700","2458"
"Joven","Hombre","Alquilada","Soltero","Lejos","17700","0","Baja","18","742","","17700","742"
"Joven","Mujer","Alquilada","Casado","Lejos","33200","1","NA","24","1639","","33200","1639"
"Adulto","Mujer","Propia","Soltero","Cerca","53800","0","Media","12","843","","53800","843"
"Mayor","Hombre","Alquilada","Soltero","Cerca","44400","0","Media","18","886","","44400","886"
"Adulto","Mujer","Alquilada","Casado","Cerca","135700","1","Alta","24","2746","","135700","2746"
"Joven","Mujer","Alquilada","Soltero","Lejos","20700","1","Baja","12","550","","20700","550"
"Adulto","Hombre","Alquilada","Casado","Lejos","83500","2","Alta","24","2098","","83500","2098"
"Adulto","Mujer","Alquilada","Casado","Cerca","84200","2","Media","24","954","","84200","954"
"Adulto","Mujer","Alquilada","Casado","Cerca","79900","1","Media","12","1041","","79900","1041"
"Mayor","Mujer","Alquilada","Soltero","Lejos","19700","0","Baja","6","535","","19700","535"
"Adulto","Mujer","Alquilada","Soltero","Cerca","35300","0","NA","18","1369","","35300","1369"
"Mayor","Hombre","Propia","Casado","Lejos","52000","0","Alta","18","2545","","52000","2545"
"Joven","Hombre","Alquilada","Soltero","Cerca","21300","1","NA","12","329","","21300","329"
"Adulto","Hombre","Propia","Soltero","Cerca","63700","0","NA","6","1351","","63700","1351"
"Mayor","Mujer","Propia","Casado","Cerca","25900","0","Baja","18","582","","25900","582"
"Adulto","Hombre","Alquilada","Casado","Cerca","65800","2","Media","18","578","","65800","578"
"Mayor","Mujer","Alquilada","Soltero","Cerca","11000","0","NA","24","195","","11000","195"
"Mayor","Mujer","Alquilada","Casado","Cerca","65900","0","Alta","12","777","","65900","777"
"Adulto","Mujer","Propia","Casado","Cerca","108100","1","Alta","12","1133","","108100","1133"
"Adulto","Hombre","Propia","Casado","Cerca","107300","2","Media","18","1566","","107300","1566"
"Adulto","Mujer","Alquilada","Casado","Cerca","79500","0","Alta","12","1651","","79500","1651"
"Adulto","Mujer","Alquilada","Casado","Cerca","95900","0","NA","24","3168","","95900","3168"
"Adulto","Hombre","Alquilada","Soltero","Cerca","45200","1","Media","18","699","","45200","699"
"Adulto","Hombre","Propia","Casado","Cerca","98500","0","Alta","18","2034","","98500","2034"
"Mayor","Mujer","Propia","Casado","Cerca","96200","0","Alta","12","1457","","96200","1457"
"Joven","Hombre","Alquilada","Soltero","Cerca","17900","0","NA","18","395","","17900","395"
"Adulto","Hombre","Propia","Casado","Cerca","42700","0","Media","6","541","","42700","541"
"Adulto","Hombre","Propia","Soltero","Lejos","49700","0","Alta","24","2844","","49700","2844"
"Adulto","Mujer","Alquilada","Soltero","Cerca","43000","3","Baja","24","225","","43000","225"
"Joven","Mujer","Alquilada","Soltero","Cerca","15500","1","Baja","6","210","","15500","210"
"Joven","Hombre","Alquilada","Soltero","Cerca","13000","3","Baja","6","43","","13000","43"
"Adulto","Mujer","Alquilada","Soltero","Cerca","27200","3","Baja","24","243","","27200","243"
"Mayor","Mujer","Propia","Casado","Cerca","26700","0","Baja","24","1120","","26700","1120"
"Mayor","Hombre","Propia","Soltero","Lejos","61000","0","Alta","6","975","","61000","975"
"Adulto","Mujer","Propia","Casado","Cerca","76600","3","NA","24","2904","","76600","2904"
"Adulto","Hombre","Propia","Casado","Cerca","117500","2","Media","12","927","","117500","927"
"Mayor","Hombre","Propia","Casado","Cerca","90600","0","Alta","24","3167","","90600","3167"
"Joven","Mujer","Alquilada","Soltero","Lejos","12600","0","Baja","6","241","","12600","241"
"Mayor","Mujer","Propia","Soltero","Cerca","12700","2","Baja","6","65","","12700","65"
"Adulto","Mujer","Propia","Casado","Lejos","77600","3","Media","12","858","","77600","858"
"Adulto","Mujer","Alquilada","Casado","Lejos","92400","1","NA","6","2191","","92400","2191"
"Mayor","Mujer","Alquilada","Casado","Cerca","71800","0","Alta","24","1946","","71800","1946"
"Adulto","Hombre","Propia","Casado","Lejos","95800","3","NA","12","2581","","95800","2581"
"Joven","Mujer","Propia","Soltero","Cerca","32600","3","Baja","12","172","","32600","172"
"Adulto","Hombre","Propia","Casado","Cerca","74500","2","Media","12","824","","74500","824"
"Mayor","Mujer","Alquilada","Soltero","Cerca","29200","0","Baja","12","556","","29200","556"
"Joven","Mujer","Alquilada","Soltero","Lejos","12900","1","Baja","6","167","","12900","167"
"Adulto","Hombre","Alquilada","Casado","Cerca","117700","1","Alta","12","2104","","117700","2104"
"Adulto","Mujer","Propia","Casado","Cerca","64100","1","Media","18","1332","","64100","1332"
"Adulto","Mujer","Alquilada","Soltero","Cerca","46500","1","Media","24","829","","46500","829"
"Joven","Mujer","Alquilada","Soltero","Cerca","12400","1","NA","12","229","","12400","229"
"Adulto","Hombre","Propia","Casado","Lejos","130600","0","Alta","18","3442","","130600","3442"
"Adulto","Hombre","Propia","Casado","Lejos","74400","0","Alta","6","1893","","74400","1893"
"Mayor","Mujer","Propia","Soltero","Lejos","40600","2","Media","6","690","","40600","690"
"Joven","Mujer","Alquilada","Casado","Cerca","54200","1","Media","6","486","","54200","486"
"Adulto","Hombre","Propia","Soltero","Lejos","65400","1","Alta","12","2290","","65400","2290"
"Adulto","Hombre","Alquilada","Soltero","Cerca","49100","0","NA","6","934","","49100","934"
"Joven","Mujer","Alquilada","Soltero","Cerca","10600","2","NA","24","517","","10600","517"
"Joven","Mujer","Alquilada","Casado","Cerca","76400","0","NA","12","2216","","76400","2216"
"Adulto","Mujer","Alquilada","Casado","Cerca","93700","1","Alta","24","1521","","93700","1521"
"Adulto","Hombre","Alquilada","Soltero","Lejos","49000","0","Alta","18","1523","","49000","1523"
"Adulto","Mujer","Propia","Casado","Cerca","96500","1","Alta","18","1364","","96500","1364"
"Adulto","Hombre","Propia","Soltero","Cerca","55600","0","NA","12","952","","55600","952"
"Adulto","Hombre","Propia","Casado","Cerca","99600","1","Alta","6","871","","99600","871"
"Adulto","Mujer","Propia","Casado","Cerca","79900","3","Baja","12","295","","79900","295"
"Mayor","Mujer","Alquilada","Casado","Cerca","50500","0","Media","12","642","","50500","642"
"Mayor","Mujer","Propia","Soltero","Lejos","16300","0","Baja","6","317","","16300","317"
"Mayor","Mujer","Propia","Casado","Cerca","49200","0","Media","12","1078","","49200","1078"
"Adulto","Hombre","Propia","Soltero","Lejos","48100","2","Media","18","961","","48100","961"
"Adulto","Hombre","Propia","Soltero","Lejos","61300","2","Alta","24","1241","","61300","1241"
"Adulto","Mujer","Propia","Casado","Cerca","72600","1","NA","18","1999","","72600","1999"
"Joven","Hombre","Alquilada","Soltero","Lejos","19500","0","NA","24","571","","19500","571"
"Joven","Mujer","Alquilada","Soltero","Cerca","17200","1","NA","12","329","","17200","329"
"Adulto","Hombre","Alquilada","Soltero","Lejos","51100","0","Alta","24","1984","","51100","1984"
"Adulto","Hombre","Propia","Soltero","Cerca","76800","1","Media","18","1061","","76800","1061"
"Adulto","Hombre","Propia","Soltero","Lejos","60200","0","Alta","12","1955","","60200","1955"
"Adulto","Hombre","Alquilada","Soltero","Cerca","59100","2","Baja","18","580","","59100","580"
"Mayor","Mujer","Propia","Soltero","Cerca","32500","0","Media","24","883","","32500","883"
"Adulto","Mujer","Alquilada","Soltero","Lejos","49500","2","Media","12","1195","","49500","1195"
"Adulto","Hombre","Propia","Casado","Cerca","109600","1","Alta","12","2318","","109600","2318"
"Joven","Mujer","Alquilada","Casado","Cerca","47300","0","NA","6","640","","47300","640"
"Adulto","Hombre","Alquilada","Casado","Cerca","93000","1","Alta","24","2644","","93000","2644"
"Joven","Mujer","Propia","Soltero","Lejos","32000","1","NA","24","1320","","32000","1320"
"Joven","Mujer","Propia","Soltero","Cerca","44700","1","Media","6","502","","44700","502"
"Mayor","Mujer","Propia","Casado","Cerca","69400","0","Alta","18","2419","","69400","2419"
"Adulto","Hombre","Propia","Casado","Cerca","64300","2","Media","6","661","","64300","661"
"Adulto","Hombre","Propia","Soltero","Lejos","75400","0","Alta","24","2723","","75400","2723"
"Adulto","Hombre","Propia","Casado","Cerca","96100","0","Alta","6","1588","","96100","1588"
"Mayor","Mujer","Propia","Casado","Cerca","118000","3","Baja","12","581","","118000","581"
"Joven","Hombre","Alquilada","Casado","Cerca","69700","1","Media","12","1432","","69700","1432"
"Mayor","Hombre","Propia","Soltero","Cerca","59300","0","Media","12","929","","59300","929"
"Adulto","Mujer","Alquilada","Casado","Cerca","88600","3","Baja","6","212","","88600","212"
"Adulto","Hombre","Propia","Casado","Cerca","102600","0","Alta","18","2546","","102600","2546"
"Adulto","Hombre","Alquilada","Soltero","Cerca","43700","0","NA","18","1344","","43700","1344"
"Mayor","Mujer","Propia","Casado","Cerca","22400","0","NA","24","947","","22400","947"
"Adulto","Hombre","Alquilada","Casado","Lejos","70500","1","NA","24","2145","","70500","2145"
"Adulto","Hombre","Propia","Casado","Cerca","54200","1","Media","6","757","","54200","757"
"Adulto","Mujer","Propia","Soltero","Lejos","25300","1","NA","6","451","","25300","451"
"Mayor","Hombre","Propia","Casado","Cerca","116100","1","Alta","24","2975","","116100","2975"
"Joven","Mujer","Alquilada","Soltero","Cerca","15900","0","NA","18","406","","15900","406"
"Adulto","Mujer","Propia","Soltero","Cerca","46600","3","Baja","6","158","","46600","158"
"Joven","Hombre","Propia","Soltero","Cerca","23200","0","NA","24","534","","23200","534"
"Joven","Hombre","Alquilada","Soltero","Cerca","18200","0","Baja","12","401","","18200","401"
"Adulto","Mujer","Propia","Casado","Cerca","82700","1","Alta","18","1753","","82700","1753"
"Joven","Mujer","Alquilada","Soltero","Cerca","17000","0","Baja","18","659","","17000","659"
"Adulto","Hombre","Propia","Casado","Cerca","83000","2","Media","6","726","","83000","726"
"Joven","Mujer","Propia","Casado","Cerca","42400","1","NA","18","1166","","42400","1166"
"Mayor","Hombre","Propia","Soltero","Cerca","40200","2","NA","18","1197","","40200","1197"
"Joven","Mujer","Alquilada","Soltero","Lejos","17300","0","Baja","6","411","","17300","411"
"Adulto","Mujer","Propia","Casado","Cerca","109800","1","Alta","24","2258","","109800","2258"
"Adulto","Mujer","Propia","Soltero","Lejos","64400","3","Media","24","1913","","64400","1913"
"Joven","Mujer","Alquilada","Soltero","Lejos","27600","1","Media","24","893","","27600","893"
"Joven","Mujer","Alquilada","Soltero","Cerca","25100","1","NA","6","421","","25100","421"
"Adulto","Mujer","Propia","Soltero","Cerca","46300","3","NA","6","1138","","46300","1138"
"Mayor","Mujer","Propia","Casado","Lejos","74900","0","NA","12","1804","","74900","1804"
"Adulto","Hombre","Propia","Soltero","Cerca","67900","0","Alta","18","1418","","67900","1418"
"Adulto","Hombre","Alquilada","Casado","Cerca","88500","2","Media","24","1104","","88500","1104"
"Adulto","Hombre","Propia","Casado","Cerca","99200","3","NA","12","2796","","99200","2796"
"Mayor","Mujer","Propia","Casado","Cerca","62800","0","Alta","18","1403","","62800","1403"
"Mayor","Hombre","Propia","Casado","Lejos","76900","2","Alta","24","3230","","76900","3230"
"Adulto","Hombre","Propia","Casado","Cerca","84100","3","NA","6","1352","","84100","1352"
"Mayor","Mujer","Propia","Casado","Cerca","77600","0","Alta","18","2004","","77600","2004"
"Joven","Mujer","Alquilada","Soltero","Cerca","19100","1","Baja","18","403","","19100","403"
"Mayor","Mujer","Propia","Casado","Lejos","128700","0","Alta","24","3995","","128700","3995"
"Joven","Mujer","Alquilada","Soltero","Lejos","14400","1","Baja","6","390","","14400","390"
"Mayor","Hombre","Alquilada","Casado","Cerca","49600","0","Media","6","770","","49600","770"
"Adulto","Mujer","Alquilada","Soltero","Cerca","47000","0","NA","6","963","","47000","963"
"Joven","Mujer","Alquilada","Casado","Cerca","36600","0","Media","6","833","","36600","833"
"Adulto","Mujer","Propia","Soltero","Cerca","65800","1","Media","12","869","","65800","869"
"Adulto","Hombre","Alquilada","Casado","Lejos","52800","2","Media","12","926","","52800","926"
"Adulto","Hombre","Propia","Casado","Cerca","96500","0","Alta","24","3780","","96500","3780"
"Adulto","Mujer","Alquilada","Casado","Cerca","63500","1","Media","18","1023","","63500","1023"
"Adulto","Hombre","Alquilada","Soltero","Cerca","60400","1","Media","6","791","","60400","791"
"Adulto","Hombre","Propia","Casado","Cerca","102700","3","NA","12","1473","","102700","1473"
"Adulto","Hombre","Propia","Casado","Cerca","100100","2","NA","6","1597","","100100","1597"
"Adulto","Hombre","Alquilada","Soltero","Cerca","54400","0","Media","6","1150","","54400","1150"
